Song Title,Artist,Genre,Profanity Lines,Sentiment Annotation (Natalie),Sentiment Annotation (Pragati)
firstclass,jackharlow,hiphop,"yes i am 
they say you a superstar now DAMN i guess i am 
you might be the man well thats unless i am ",2,2
firstclass,jackharlow,hiphop,"throw up the l 
SEX in the am 
uhhuh ",2,2
firstclass,jackharlow,hiphop,"throw up the l 
SEX in the am 
uhhuh ",2,2
creepin,metroboomin,hiphop,"oohoohooh ooh oohooh just cant believe this man 
metro boomin want some more NIGGA 
somebody said they saw you ",2,2
creepin,metroboomin,hiphop,"got you riding round in all type of benzes and rovers 
girl you used to ride in the rinky DINK 
im the one put you in eliantte on god ",2,0
creepin,metroboomin,hiphop,"you was rockin coach bags got you chanene 
side BITCH in fresco i call her my baby 21 
i got a girl but i still feel alone on god ",2,2
californialove,2pac,hiphop,"the track hits your eardrum like a slug to your chest 
pack a vest for your jimmy in the city of SEX 
we in that sunshine state where the bombass hemp be ",2,0
onerightnow,postmalone,hiphop,"that i broke my hand on the same wall 
that you told me that he FUCKED you on oh 
you think its so easy fuckin with my feelings ",2,2
onerightnow,postmalone,hiphop,"that you told me that he fucked you on oh 
you think its so easy FUCKIN with my feelings 
i got one comin over and one right now uh ",3,3
onerightnow,postmalone,hiphop,"said you wanna have my babies 
i FUCKED you so good you should pay me 
dont call me baby when you did me so wrong ",2,2
onerightnow,postmalone,hiphop,"that i broke my hand on the same wall 
that you told me that he FUCKED you on that he FUCKED you on 
you think its so easy fuckin with my feelings feelings ",2,2
onerightnow,postmalone,hiphop,"that you told me that he fucked you on that he fucked you on 
you think its so easy FUCKIN with my feelings feelings 
i got one comin over and one right now uh ",3,3
onerightnow,postmalone,hiphop,"we cant be friends cant be family oh 
you probably FUCK all my enemies oh 
i cant let you be next to me ",2,2
onerightnow,postmalone,hiphop,"that i broke my hand on the same wall 
that you told me that he FUCKED you on oh 
you think its so easy fuckin with my feelings feelings ",2,2
onerightnow,postmalone,hiphop,"that you told me that he fucked you on oh 
you think its so easy FUCKIN with my feelings feelings 
i got one comin over and one right now ",3,3
onerightnow,postmalone,hiphop,"one right now oh yeah oh yeah oh yeah 
FUCKIN with my FUCKIN with my feelings 
i got one comin over and one right now ",3,3
nothinonyou,bob,hiphop,"regardless of the things in my past that ive done done 
most of it really was for the HELL of the fun the uh 
on the carousel so around i spun spun ",0,0
miami,willsmith,hiphop,"gimme your hand 
DAMN you look sexy 
lets go to my yacht in the west keys ",1,1
airplanes,bob,hiphop,"yeah back when i was tryin to get a tip at subway 
and back when i was rappin for the HELL of it 
but nowadays we rappin to stay relevant ",2,2
airplanes,bob,hiphop,"and get back to the music 
that started this SHIT 
so here i stand and then again i say ",3,3
unforgettable,frenchmontana,hiphop,"its not gonna work for you nobody can equal me i know 
im gonna sip on this drink when im FUCKED up 
i should know how to pick up ",2,3
unforgettable,frenchmontana,hiphop,"why not 
a FUCKING good time never hurt nobody 
i got a little drink but its not bacardi ",1,1
unforgettable,frenchmontana,hiphop,"ship the whole crew to the cruise ship 
doin SHIT you dont even see in movies 
ride with me ride with me boss ",2,2
unforgettable,frenchmontana,hiphop,"ride with me ride with me boss 
i got a hard head but her ASS soft 
she want the last name with the ring on it ",2,2
unforgettable,frenchmontana,hiphop,"its not good enough for me since i been with you ooh 
im gonna sip on this drink when im FUCKED up 
i should know how to pick up ",2,3
unforgettable,frenchmontana,hiphop,"why not 
a FUCKING good time never hurt nobody 
i got a little drink but its not bacardi ",1,1
unforgettable,frenchmontana,hiphop,"too much for you alone 
baby go and grab some bad BITCHES bring em home 
know the jets on me ",1,1
yeahglo,glorilla,hiphop,"on the gang gang 
yeah run up on big glo you wont i bet yo ASS be on the floor 
big carbon hit like mayweather tula come through and bow a hoe ",2,2
yeahglo,glorilla,hiphop,"big carbon hit like mayweather tula come through and bow a hoe 
got millions out that rap SHIT they hate a BITCH but they stole the flow 
got backend after backend comin fuck em i stole the show ",2,2
yeahglo,glorilla,hiphop,"big carbon hit like mayweather tula come through and bow a hoe 
got millions out that rap SHIT they hate a BITCH but they stole the flow 
got backend after backend comin fuck em i stole the show ",2,2
yeahglo,glorilla,hiphop,"got millions out that rap shit they hate a bitch but they stole the flow 
got backend after backend comin FUCK em i stole the show 
dont run up on that bitch she a headcase all she do is shoot ",3,3
yeahglo,glorilla,hiphop,"got backend after backend comin fuck em i stole the show 
dont run up on that BITCH she a headcase all she do is shoot 
i signed my deal up on a pj and hopped out a parachute ",2,3
yeahglo,glorilla,hiphop,"im geeked dont ask me bout no more features i might embarrass you 
yeah glo stomp a lil PUSSY ho with some shell toes 
yeah glo slappin rap bitches and makin bail ho ",2,3
yeahglo,glorilla,hiphop,"yeah glo stomp a lil pussy ho with some shell toes 
yeah glo slappin rap BITCHES and makin bail ho 
yeah glo two tone cartier match the nails ho ",2,2
yeahglo,glorilla,hiphop,"yeah glo two tone cartier match the nails ho 
yeah glo no competition these BITCHES stale ho 
yeah glo cuban on cuban my shit is glass ho ",3,3
yeahglo,glorilla,hiphop,"yeah glo no competition these bitches stale ho 
yeah glo cuban on cuban my SHIT is glass ho 
yeah glo say they get money but i cant tell ho ",2,2
yeahglo,glorilla,hiphop,"yeah glo keep runnin circles around these snail hoes 
yeah glo and my SHIT bumpin up in the jail ho 
on the gang ",2,2
yeahglo,glorilla,hiphop,"maybach and g wagon trucks got mms in my garage 
quick to crank up on a ho you BITCHES better not get me started 
locked in with the gangstas and players my folks gon keep it solid ",2,2
yeahglo,glorilla,hiphop,"aye 
im cocky BITCH when i was just humble they didnt appreciate it 
fuck em ",2,2
yeahglo,glorilla,hiphop,"im cocky bitch when i was just humble they didnt appreciate it 
FUCK em 
young wealthy and ratchet im the hood bitches motivation ",3,3
yeahglo,glorilla,hiphop,"fuck em 
young wealthy and ratchet im the hood BITCHES motivation 
on top of the world now they tried to underestimate me ",2,2
yeahglo,glorilla,hiphop,"haha 
get em glo them BITCHES fraudulent you know you the truth 
get em glo stop overthinkin these hoes cant fuck with you ",2,2
yeahglo,glorilla,hiphop,"get em glo them bitches fraudulent you know you the truth 
get em glo stop overthinkin these hoes cant FUCK with you 
period ",2,3
yeahglo,glorilla,hiphop,"before i let a ho play with me ill go eat some jail food on gang 
yeah glo stomp a lil PUSSY ho with some shell toes 
yeah glo slappin rap bitches and makin bail ho ",2,3
yeahglo,glorilla,hiphop,"yeah glo stomp a lil pussy ho with some shell toes 
yeah glo slappin rap BITCHES and makin bail ho 
yeah glo two tone cartier match the nails ho ",2,2
yeahglo,glorilla,hiphop,"yeah glo two tone cartier match the nails ho 
yeah glo no competition these BITCHES stale ho 
yeah glo cuban on cuban my shit is glass ho ",3,3
yeahglo,glorilla,hiphop,"yeah glo no competition these bitches stale ho 
yeah glo cuban on cuban my SHIT is glass ho 
yeah glo say they get money but i cant tell ho ",2,2
yeahglo,glorilla,hiphop,"yeah glo keep runnin circles around these snail hoes 
yeah glo and my SHIT bumpin up in the jail ho 
yeah glo ",2,2
msjackson,outkast,hiphop,"and let her know her grandchild is a baby and not a pay check 
private school daycare SHIT medical billsâi pay that 
i love your mom and everything ",2,2
msjackson,outkast,hiphop,"look at the way he treats me 
SHIT look at the way you treat me 
you see your little nosyass homegirls ",2,2
msjackson,outkast,hiphop,"you see your little nosyass homegirls 
done got your ASS sent up the creek g 
without a paddle you left to straddle and ride this thing on out ",2,2
msjackson,outkast,hiphop,"now you and your girl aint speakin no more 
cause my DICK all in her mouth 
know what im talkin about ",2,2
msjackson,outkast,hiphop,"you keep on singin the same song let bygones be bygones 
and you can go on and get the HELL on you and your mama 
 andrã 3000 ",0,0
wildthoughts,djkhaled,hiphop," bryson tiller 
ayy ugh ugh i heard that PUSSY for the taking 
i heard it got these other niggas goin crazy ",2,2
wildthoughts,djkhaled,hiphop,"ayy ugh ugh i heard that pussy for the taking 
i heard it got these other NIGGAS goin crazy 
yeah i treat you like a lady lady ",2,2
wildthoughts,djkhaled,hiphop,"yeah i treat you like a lady lady 
FUCK you til youre burned out cremation burned out 
make it cream yeah wutang wutang ",3,2
wildthoughts,djkhaled,hiphop,"make it cream yeah wutang wutang 
throw that ASS back bouquet bouquet 
call me and i can get it juicy ",2,2
loseyourself,eminem,hiphop,"no more games ima change what you call rage 
tear this MOTHERFUCKIN roof off like two dogs caged 
i was playin in the beginning the mood all changed ",2,2
loseyourself,eminem,hiphop,"and i cant provide the right type of life for my family 
cause man these GODDAMN food stamps dont buy diapers 
and theres no movie theres no mekhi phifer this is my life ",2,2
loseyourself,eminem,hiphop,"to formulate a plot or end up in jail or shot 
success is my only MOTHERFUCKIN option failures not 
mom i love you but this trailers got ",2,2
starships,nickiminaj,hiphop,"have a drink clink found the bud light 
bad BITCHES like me is hard to come by 
the patrã³n own lets go get it on ",1,1
starships,nickiminaj,hiphop,"is it two three leave a good tip 
ima blow off my money and dont give two SHITS 
im on the floor floor ",2,2
starships,nickiminaj,hiphop,"cant stop 
were higher than a MOTHERFUCKER 
were higher than a motherfucker ",2,2
starships,nickiminaj,hiphop,"were higher than a motherfucker 
were higher than a MOTHERFUCKER 
were higher than a motherfucker ",2,2
starships,nickiminaj,hiphop,"were higher than a motherfucker 
were higher than a MOTHERFUCKER 
jump in my hooptie hooptie hoop ",2,2
starships,nickiminaj,hiphop,"i owe that 
but FUCK who you want and FUCK who you like 
dancehall life theres no end in sight ",2,2
starships,nickiminaj,hiphop,"cant stop 
were higher than a MOTHERFUCKER 
were higher than a motherfucker ",2,2
starships,nickiminaj,hiphop,"were higher than a motherfucker 
were higher than a MOTHERFUCKER 
were higher than a motherfucker ",2,2
starships,nickiminaj,hiphop,"were higher than a motherfucker 
were higher than a MOTHERFUCKER 
starships were meant to fly ",2,2
starships,nickiminaj,hiphop,"cant stop 
were higher than a MOTHERFUCKER 
were higher than a motherfucker ",2,2
starships,nickiminaj,hiphop,"were higher than a motherfucker 
were higher than a MOTHERFUCKER 
were higher than a motherfucker",2,2
starships,nickiminaj,hiphop,"were higher than a motherfucker 
were higher than a MOTHERFUCKER
",2,2
thriftshop,macklemore,hiphop,"i  i  im hunting looking for a comeup 
this is FUCKING awesome 
nah walk into the club like what up i got a big cock ",1,1
thriftshop,macklemore,hiphop,"this is fucking awesome 
nah walk into the club like what up i got a big COCK 
im so pumped about some shit from the thrift shop ",2,2
thriftshop,macklemore,hiphop,"nah walk into the club like what up i got a big cock 
im so pumped about some SHIT from the thrift shop 
ice on the fringe its so damn frosty ",2,2
thriftshop,macklemore,hiphop,"im so pumped about some shit from the thrift shop 
ice on the fringe its so DAMN frosty 
the people like damn thats a cold ass honkey ",2,2
thriftshop,macklemore,hiphop,"ice on the fringe its so damn frosty 
the people like DAMN thats a cold ASS honkey 
rollin in hella deep headed to the mezzanine ",2,2
thriftshop,macklemore,hiphop,"ice on the fringe its so damn frosty 
the people like DAMN thats a cold ASS honkey 
rollin in hella deep headed to the mezzanine ",2,2
thriftshop,macklemore,hiphop,"probably shoulda washed this smells like r kelly sheets 
PISS 
but shit it was ninetynine cents bag it ",3,3
thriftshop,macklemore,hiphop,"piss 
but SHIT it was ninetynine cents bag it 
coppin it washin it bout to go and get some compliments ",2,2
thriftshop,macklemore,hiphop,"passin up on those moccasins someone elses been walkin in 
bummy and grungy FUCK it man 
i am stuntin and flossin and ",2,2
thriftshop,macklemore,hiphop,"i am stuntin and flossin and 
savin my money and im hella happy thats a bargain BITCH 
im a take your grandpas style im a take your grandpas style ",1,1
thriftshop,macklemore,hiphop,"hello hello my ace man my mello 
john wayne aint got nothing on my fringe game HELL no 
i could take some pro wings make them cool sell those ",3,3
thriftshop,macklemore,hiphop,"i  i  im hunting looking for a comeup 
this is FUCKING awesome 
what you know about rockin a wolf on your noggin ",1,1
thriftshop,macklemore,hiphop,"your grammy your aunty your momma your mammy 
ill take those flannel zebra jammies secondhand i rock that MOTHERFUCKER 
the builtin onesie with the socks on that motherfucker ",1,1
thriftshop,macklemore,hiphop,"ill take those flannel zebra jammies secondhand i rock that motherfucker 
the builtin onesie with the socks on that MOTHERFUCKER 
i hit the party and they stop in that motherfucker ",2,2
thriftshop,macklemore,hiphop,"the builtin onesie with the socks on that motherfucker 
i hit the party and they stop in that MOTHERFUCKER 
they be like oh that gucci thats hella tight ",2,2
thriftshop,macklemore,hiphop,"limited edition lets do some simple addition 
fifty dollars for a tshirt  thats just some ignorant BITCH SHIT 
i call that getting swindled and pimped shit ",2,2
thriftshop,macklemore,hiphop,"limited edition lets do some simple addition 
fifty dollars for a tshirt  thats just some ignorant BITCH SHIT 
i call that getting swindled and pimped shit ",2,2
thriftshop,macklemore,hiphop,"fifty dollars for a tshirt  thats just some ignorant bitch shit 
i call that getting swindled and pimped SHIT 
i call that getting tricked by a business ",2,2
thriftshop,macklemore,hiphop,"i  i  im hunting looking for a comeup 
this is FUCKING awesome 
i wear your granddads clothes ",1,1
thriftshop,macklemore,hiphop,"from that thrift shop down the road 
i wear your granddads clothes DAMN right 
i look incredible now come on man ",2,2
thriftshop,macklemore,hiphop,"i  i  im hunting looking for a comeup 
this is FUCKING awesome 
is that your grandmas coat",1,1
lovinonme,jackharlow,hiphop,"she stole my heart then she got archived 
i keep it short with a BITCH lord farquaad 
all the girls in the front row ",2,2
lovinonme,jackharlow,hiphop,"let your tongue hang out 
FUCK everything 
if you came with a man ",3,3
lovinonme,jackharlow,hiphop,"everybody in a suite kickin up they feet 
stand up BITCH dance 
and all the guys in the back waitin on the next track ",2,2
worthit,offset,hiphop,"its hard to catch a vibe or go outside without you trippin vibe 
got NIGGAS tryna line me i cant ride without my pistol line 
i bought my bitch a kelly crocodile but not no lizard hey hey hey ",2,2
worthit,offset,hiphop,"got niggas tryna line me i cant ride without my pistol line 
i bought my BITCH a kelly crocodile but not no lizard hey hey hey 
bringin up the past the shit i done done before past ",2,2
worthit,offset,hiphop,"i bought my bitch a kelly crocodile but not no lizard hey hey hey 
bringin up the past the SHIT i done done before past 
your feet all in the sand i flew her to cabo sand ",3,3
worthit,offset,hiphop,"the message say delivered so what you delayin for hey 
you think im out FUCKIN around im in the studio yo 
its petty shit tellin your friends all the info ",2,2
worthit,offset,hiphop,"you think im out fuckin around im in the studio yo 
its petty SHIT tellin your friends all the info 
now your heart cold fuck around buy you a mink coat ",3,3
worthit,offset,hiphop,"its petty shit tellin your friends all the info 
now your heart cold FUCK around buy you a mink coat 
all your friends got on chanel only hoes squad goals hey ",2,2
worthit,offset,hiphop,"all your friends got on chanel only hoes squad goals hey 
ill go narco wack any NIGGA that seem close 
its a double r hearse lil mama you seein ghosts ghosts ",2,2
worthit,offset,hiphop,"its a double r hearse lil mama you seein ghosts ghosts 
i know youre tight with me you know the type of NIGGA i am 
i shoot it spitefully i dont give a damn what they sayin ",2,2
worthit,offset,hiphop,"i know youre tight with me you know the type of nigga i am 
i shoot it spitefully i dont give a DAMN what they sayin 
you better fight for me ",2,2
worthit,offset,hiphop,"need you to be my peace cause these streets get grimey 
see you with another NIGGA ill be damned 
better not catch him up in traffic hope my gun dont jam ",2,2
withoutme,eminem,hiphop,"but it feels so empty without me 
so come on dip BUM on your lips FUCK that 
cum on your lips and some on your tits and get ready cause this shits about to get heavy ",2,2
withoutme,eminem,hiphop,"but it feels so empty without me 
so come on dip BUM on your lips FUCK that 
cum on your lips and some on your tits and get ready cause this shits about to get heavy ",2,2
withoutme,eminem,hiphop,"so come on dip bum on your lips fuck that 
CUM on your lips and some on your TITS and get ready cause this SHITS about to get heavy 
i just settled all my lawsuits ",2,2
withoutme,eminem,hiphop,"so come on dip bum on your lips fuck that 
CUM on your lips and some on your TITS and get ready cause this SHITS about to get heavy 
i just settled all my lawsuits ",2,2
withoutme,eminem,hiphop,"so come on dip bum on your lips fuck that 
CUM on your lips and some on your TITS and get ready cause this SHITS about to get heavy 
i just settled all my lawsuits ",2,2
withoutme,eminem,hiphop,"i just settled all my lawsuits 
FUCK you debbie 
now this looks like a job for me so everybody just follow me ",3,3
withoutme,eminem,hiphop,"they start feeling like prisoners helpless 
til someone comes along on a mission and yells BITCH 
a visionary vision is scary ",2,2
withoutme,eminem,hiphop,"so just let me revel and bask 
in the fact that i got everyone kissing my ASS 
and its a disaster ",1,2
withoutme,eminem,hiphop,"and its a disaster 
such a catastrophe for you to see so DAMN much of my ASS 
you ask for me ",2,2
withoutme,eminem,hiphop,"and its a disaster 
such a catastrophe for you to see so DAMN much of my ASS 
you ask for me ",2,2
withoutme,eminem,hiphop,"a tiskit a taskit 
ill go TIT for tat with anybody whos talking this SHIT that SHIT 
chris kirkpatrick you can get your ass kicked ",2,2
withoutme,eminem,hiphop,"a tiskit a taskit 
ill go TIT for tat with anybody whos talking this SHIT that SHIT 
chris kirkpatrick you can get your ass kicked ",2,2
withoutme,eminem,hiphop,"ill go tit for tat with anybody whos talking this shit that shit 
chris kirkpatrick you can get your ASS kicked 
worse than them little limp bizkit bastards ",3,2
withoutme,eminem,hiphop,"you can get stomped by obie 
you 36 year old baldheaded FAG blow me 
you dont know me ",3,3
withoutme,eminem,hiphop,"ever since prince turned himself into a symbol 
but sometimes the SHIT just seems 
everybody only wants to discuss me ",2,2
astronautintheocean,maskedwolf,hiphop,"when your brain goes numb you can call that mental freeze 
when these people talk too much put that SHIT in slow motion yeah 
i feel like an astronaut in the ocean ayy ",2,2
astronautintheocean,maskedwolf,hiphop,"when your brain goes numb you can call that mental freeze 
when these people talk too much put that SHIT in slow motion yeah 
i feel like an astronaut in the ocean ",2,2
astronautintheocean,maskedwolf,hiphop,"i feel like an astronaut in the ocean 
she say that im cool DAMN straight 
im like yeah thats true thats true ",1,1
astronautintheocean,maskedwolf,hiphop,"ima keep it in a motion keep it movin like kinetic ayy yeah yeah yeah yeah yeah 
put this SHIT in a frame better know i dont blame 
everything that i say man i seen you deflate ",2,2
astronautintheocean,maskedwolf,hiphop,"when your brain goes numb you can call that mental freeze 
when these people talk too much put that SHIT in slow motion yeah 
i feel like an astronaut in the ocean ayy ",2,2
astronautintheocean,maskedwolf,hiphop,"when your brain goes numb you can call that mental freeze 
when these people talk too much put that SHIT in slow motion yeah 
i feel like an astronaut in the ocean",2,2
fukumean,gunna,hiphop,"ooh dunk rock 
FUCK you mean 
young gunna wunna back callin me splurge ",2,2
fukumean,gunna,hiphop,"ha ha ha ha 
FUCK you mean 
young gunna wunna they workin my nerves ",2,2
fukumean,gunna,hiphop,"im about to pour up some syrup 
FUCKING this BITCH like a perv 
smack from the back grab her perm ",2,2
fukumean,gunna,hiphop,"im about to pour up some syrup 
FUCKING this BITCH like a perv 
smack from the back grab her perm ",2,2
fukumean,gunna,hiphop,"ice the burr uh shittin on all you lil turds 
cant take that DICK wait your turn 
in my own lane we cant merge ",2,2
fukumean,gunna,hiphop,"and i aint smokin no sherm 
im in this BITCH with p litty 
qp qpski ",2,2
fukumean,gunna,hiphop,"qp qpski 
all of my BITCHES is pretty they showin they TITTIES its up to the ceilin 
i let her run through a million i rock with her really lets fuck on a billion ",2,2
fukumean,gunna,hiphop,"qp qpski 
all of my BITCHES is pretty they showin they TITTIES its up to the ceilin 
i let her run through a million i rock with her really lets fuck on a billion ",2,2
fukumean,gunna,hiphop,"all of my bitches is pretty they showin they titties its up to the ceilin 
i let her run through a million i rock with her really lets FUCK on a billion 
ima get down to the gritty then fuck up the city the home of the villains ",2,2
fukumean,gunna,hiphop,"i let her run through a million i rock with her really lets fuck on a billion 
ima get down to the gritty then FUCK up the city the home of the villains 
ecstasy wonderful feelin ",2,2
fukumean,gunna,hiphop,"get rich my only decision 
FUCK you mean 
young gunna wunna back callin me splurge ",2,2
fukumean,gunna,hiphop,"keep me a stick if they purge 
FUCK you mean 
fuck you mean ",2,2
fukumean,gunna,hiphop,"fuck you mean 
FUCK you mean 
yeah ",2,2
thenextepisode,drdre,hiphop,"ladadadadah 
its the MOTHERFUCKIN dodoubleg snoop dogg 
ladadadadah ",2,2
thenextepisode,drdre,hiphop,"yeah yeah yeah 
you know whos back up in this MOTHERFUCKER 
what what what what ",2,2
thenextepisode,drdre,hiphop,"so blaze the weed up then blaze it up blaze it up 
just blaze that SHIT up NIGGA 
yeah sup snoop ",2,2
thenextepisode,drdre,hiphop,"so blaze the weed up then blaze it up blaze it up 
just blaze that SHIT up NIGGA 
yeah sup snoop ",2,2
thenextepisode,drdre,hiphop,"yeah sup snoop 
top dogg bite em all NIGGA burn the SHIT up 
dpgc my nigga turn that shit up ",2,2
thenextepisode,drdre,hiphop,"yeah sup snoop 
top dogg bite em all NIGGA burn the SHIT up 
dpgc my nigga turn that shit up ",2,2
thenextepisode,drdre,hiphop,"top dogg bite em all nigga burn the shit up 
dpgc my NIGGA turn that SHIT up 
cpt lbc yeah we hookin back up ",2,2
thenextepisode,drdre,hiphop,"top dogg bite em all nigga burn the shit up 
dpgc my NIGGA turn that SHIT up 
cpt lbc yeah we hookin back up ",2,2
thenextepisode,drdre,hiphop,"and when they bang this in the club baby you got to get up 
thug NIGGAS drug dealers yeah they givin it up 
lowlife yo life boy we livin it up ",2,2
thenextepisode,drdre,hiphop,"slipped my ho a fortyfo when she got in the back do 
BITCHES lookin at me strange but you know i dont care 
step up in this motherfucker just aswangin my hair ",2,2
thenextepisode,drdre,hiphop,"bitches lookin at me strange but you know i dont care 
step up in this MOTHERFUCKER just aswangin my hair 
bitch quit talkin crip walk if you down with the set ",2,2
thenextepisode,drdre,hiphop,"step up in this motherfucker just aswangin my hair 
BITCH quit talkin crip walk if you down with the set 
take a bullet with some dick and take this dope on this jet ",2,2
thenextepisode,drdre,hiphop,"bitch quit talkin crip walk if you down with the set 
take a bullet with some DICK and take this dope on this jet 
out of town put it down for the father of rap ",2,2
thenextepisode,drdre,hiphop,"out of town put it down for the father of rap 
and if yo ASS get cracked BITCH shut yo trap 
come back get back thats the part of success ",3,2
thenextepisode,drdre,hiphop,"out of town put it down for the father of rap 
and if yo ASS get cracked BITCH shut yo trap 
come back get back thats the part of success ",3,3
thenextepisode,drdre,hiphop,"ladadadadah 
its the MOTHERFUCKIN dre dr dre MOTHERFUCKER 
what what what what ",2,2
thenextepisode,drdre,hiphop,"ladadadadah 
its the MOTHERFUCKIN dre dr dre MOTHERFUCKER 
what what what what ",2,2
thenextepisode,drdre,hiphop,"you know im mobbin with the dodoubleg 
straight off the FUCKIN streets of cpt 
king of the beats you ride to em in your fleet fleetwood ",2,2
thenextepisode,drdre,hiphop,"or coupe deville rollin on dubs 
how you feel whoopty whoop NIGGA what 
dre and snoop chronicd out in the lac in the lac ",2,2
thenextepisode,drdre,hiphop,"south central out to the west side west sideits california love 
this california bud got a NIGGA gang of pub 
im on one i might bail up in the century club ",2,2
thenextepisode,drdre,hiphop,"get my drink on and my smoke on 
then go home with somethin to poke on sup BITCH 
loc its on for the twotripleoh ",2,2
thenextepisode,drdre,hiphop,"hold up hey 
for my NIGGAS who be thinkin we soft we dont play 
we gon rock it til the wheels fall off ",2,2
thenextepisode,drdre,hiphop,"hold up hey 
for my NIGGAS who be actin too bold take a seat 
hope you ready for the next episode ",2,2
seeyouagain,wizkhalifa,hiphop," wiz khalifa 
DAMN who knew 
all the planes we flew good things we been through ",2,2
everybody,nickiminaj,hiphop,"mm 
aint gang if you let SHIT slide 
aint bad if you gotta dick ride ",2,2
everybody,nickiminaj,hiphop,"aint gang if you let shit slide 
aint bad if you gotta DICK ride 
big guns and a lot of zip ties ",2,2
everybody,nickiminaj,hiphop,"we gon spin and kill everybody 
these BITCHES FUCK everybody 
a nigga tellin on everybody ",3,3
everybody,nickiminaj,hiphop,"we gon spin and kill everybody 
these BITCHES FUCK everybody 
a nigga tellin on everybody ",3,3
everybody,nickiminaj,hiphop,"these bitches fuck everybody 
a NIGGA tellin on everybody 
oh move your feet and feel u ",3,3
everybody,nickiminaj,hiphop,"we gon spin and kill everybody 
these BITCHES FUCK everybody 
a nigga tellin on everybody ",3,3
everybody,nickiminaj,hiphop,"we gon spin and kill everybody 
these BITCHES FUCK everybody 
a nigga tellin on everybody ",3,3
everybody,nickiminaj,hiphop,"these bitches fuck everybody 
a NIGGA tellin on everybody 
oh ayo move your feet and feel u ",3,3
everybody,nickiminaj,hiphop,"oh ayo move your feet and feel u 
all these BITCHES on my body 
spent another bag on my body ",2,2
everybody,nickiminaj,hiphop,"spent another bag on my body 
nah NIGGA you aint FUCKED a new body 
every whip heavy on it new body ",3,2
everybody,nickiminaj,hiphop,"spent another bag on my body 
nah NIGGA you aint FUCKED a new body 
every whip heavy on it new body ",3,3
everybody,nickiminaj,hiphop,"we gon spin and kill everybody 
these BITCHES FUCK everybody 
a nigga tellin on everybody ",3,3
everybody,nickiminaj,hiphop,"we gon spin and kill everybody 
these BITCHES FUCK everybody 
a nigga tellin on everybody ",3,3
everybody,nickiminaj,hiphop,"these bitches fuck everybody 
a NIGGA tellin on everybody 
oh move your feet and feel u ",3,3
everybody,nickiminaj,hiphop,"we gon spin and kill everybody 
these BITCHES FUCK everybody 
a nigga tellin on everybody ",3,3
everybody,nickiminaj,hiphop,"we gon spin and kill everybody 
these BITCHES FUCK everybody 
a nigga tellin on everybody ",3,3
everybody,nickiminaj,hiphop,"these bitches fuck everybody 
a NIGGA tellin on everybody 
oh move your feet and feel u ",3,3
everybody,nickiminaj,hiphop,"hollow points gonna go through your body 
washin them BITCHES bath and body 
he be kissin all over my body ",2,2
everybody,nickiminaj,hiphop,"he be kissin all over my body 
get his DICK stiffer than a roll body 
nother year nother vince lom body ",2,2
everybody,nickiminaj,hiphop,"we gon spin and kill everybody this aint what you want 
these BITCHES FUCK everybody this aint what you want 
a nigga tellin on everybody this aint what you want ",3,3
everybody,nickiminaj,hiphop,"we gon spin and kill everybody this aint what you want 
these BITCHES FUCK everybody this aint what you want 
a nigga tellin on everybody this aint what you want ",3,3
everybody,nickiminaj,hiphop,"these bitches fuck everybody this aint what you want 
a NIGGA tellin on everybody this aint what you want 
oh move your feet and feel u this aint what you want ",3,3
everybody,nickiminaj,hiphop,"we gon spin and kill everybody this aint what you want 
these BITCHES FUCK everybody this aint what you want 
a nigga tellin on everybody this aint what you want ",3,3
everybody,nickiminaj,hiphop,"we gon spin and kill everybody this aint what you want 
these BITCHES FUCK everybody this aint what you want 
a nigga tellin on everybody this aint what you want ",3,3
everybody,nickiminaj,hiphop,"these bitches fuck everybody this aint what you want 
a NIGGA tellin on everybody this aint what you want 
oh move your feet and feel u ",3,3
everybody,nickiminaj,hiphop,"they dont even know my body woah 
all my BITCHES get jealous body 
buy em all a bbl fore they got a body ",2,2
everybody,nickiminaj,hiphop,"one two three four five just throwin my high body 
beat so hard that a NIGGA might die move your feet and 
damn ",2,2
everybody,nickiminaj,hiphop,"beat so hard that a nigga might die move your feet and 
DAMN 
dddont stop the beat dont stop the beat this aint what you want ah ",2,2
everybody,nickiminaj,hiphop,"dddont stop the beat dont stop the beat this aint what you want ah 
all of my BITCHES get jealous dddont stop the beat dont stop the beat haha 
like an old school girl im still rockin them pelles dddont stop the beat dont stop the beat haha ",2,2
everybody,nickiminaj,hiphop,"like an old school girl im still rockin them pelles dddont stop the beat dont stop the beat haha 
got a young BITCH like a NIGGA own belly dddont stop the beat dont stop the beat haha 
himalayan pussy worth way more than the cali dddont stop the beat dont stop haha ",2,2
everybody,nickiminaj,hiphop,"like an old school girl im still rockin them pelles dddont stop the beat dont stop the beat haha 
got a young BITCH like a NIGGA own belly dddont stop the beat dont stop the beat haha 
himalayan pussy worth way more than the cali dddont stop the beat dont stop haha ",2,2
everybody,nickiminaj,hiphop,"got a young bitch like a nigga own belly dddont stop the beat dont stop the beat haha 
himalayan PUSSY worth way more than the cali dddont stop the beat dont stop haha 
good coochie worth way more than a what dont stop dont stop woah ",2,2
